date,station_id,station_name,region_name,province_name,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ff_avg,temp_range,rain_3d,rain_7d,rain_change_1d,wind_change_1d,ddd_x_sin,ddd_x_cos,day_of_year_sin,day_of_year_cos,station_96855,missing_RR,missing_ff_x,missing_ff_avg,missing_RH_avg,anomaly_score,status
2019-07-02,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,30.6,23.8,74.0,0.0,10.5,4.0,2.0,11.6,0.0,0.0,0.0,-1.0,-1.0,-1.8369701987210294e-16,-0.0064508641981051,-0.9999791929590824,0,0,0,0,0,0.6852362,NORMAL
2019-07-03,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,31.3,25.0,80.0,0.0,11.9,4.0,2.0,12.3,0.0,0.0,0.0,0.0,-0.6427876096865393,-0.766044443118978,-0.0236511272452315,-0.9997202729664084,0,0,0,0,0,0.6837003,NORMAL
2019-07-04,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,29.4,24.7,86.0,0.0,9.1,5.0,2.0,8.399999999999999,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.0408443915432961,-0.9991655196610107,0,0,0,0,0,0.6922331,NORMAL
2019-07-05,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,29.4,25.2,84.0,1.8,6.8,3.0,2.0,8.399999999999999,1.8000000000000145,1.7999999999999716,1.8,-2.0,-0.984807753012208,-0.1736481776669303,-0.0580255693287803,-0.9983150972033183,0,0,0,0,0,0.7026164,NORMAL
2019-07-06,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,31.4,25.1,83.0,0.0,0.0,5.0,2.0,10.4,1.8000000000000145,1.7999999999999716,-1.8,2.0,-0.9396926207859084,0.342020143325669,-0.0751895764147585,-0.9971692572470178,0,0,0,0,0,0.7223385,NORMAL
2019-07-07,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,30.6,24.8,80.0,0.0,9.6,4.0,2.0,9.6,1.8000000000000145,1.7999999999999716,0.0,-1.0,-0.8660254037844386,0.5000000000000001,-0.0923313336953912,-0.9957283388645872,0,0,0,0,0,0.72052944,NORMAL
2019-07-08,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,31.2,24.5,82.0,0.0,9.3,4.0,2.0,10.2,0.0,1.7999999999999716,0.0,0.0,-0.9396926207859084,0.342020143325669,-0.1094457686489155,-0.993992768446958,0,0,0,0,0,0.71587706,NORMAL
2019-07-09,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,29.7,23.7,76.0,0.0,8.2,4.0,2.0,10.7,0.0,1.7999999999999716,0.0,0.0,-0.984807753012208,-0.1736481776669303,-0.1265278168386831,-0.9919630595773395,0,0,0,0,0,0.71101207,NORMAL
2019-07-10,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,31.5,23.9,75.0,0.0,10.1,4.0,2.0,12.5,0.0,1.7999999999999716,0.0,0.0,1.0,6.123233995736766e-17,-0.1435724234118113,-0.9896398128792412,0,0,0,0,0,0.7039054,NORMAL
2019-07-11,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,30.2,24.2,80.0,0.0,10.6,4.0,2.0,11.2,0.0,1.7999999999999716,0.0,0.0,-0.9396926207859084,-0.3420201433256685,-0.1605745445949937,-0.9870237158387384,0,0,0,0,0,0.6974468,NORMAL
2019-07-12,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,29.8,23.7,80.0,0.0,7.2,6.0,2.0,10.8,0.0,0.0,0.0,2.0,-0.984807753012208,0.1736481776669299,-0.1775291491870349,-0.984115542601034,0,0,0,0,0,0.72803444,NORMAL
2019-07-13,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,30.4,24.2,74.0,0.0,9.7,6.0,2.0,10.4,0.0,0.0,0.0,0.0,-0.3420201433256686,-0.9396926207859084,-0.1944312200476619,-0.9809161537413774,0,0,0,0,0,0.74631524,NORMAL
2019-07-14,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,18.0,29.4,22.9,77.0,0.0,10.0,5.0,3.0,11.4,0.0,0.0,0.0,-1.0,-0.984807753012208,-0.1736481776669303,-0.2112757555821793,-0.9774264960104057,0,0,0,0,0,0.777078,NORMAL
2019-07-15,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,18.0,30.4,23.5,76.0,0.0,10.9,4.0,2.0,12.4,0.0,0.0,0.0,-1.0,0.3420201433256689,-0.9396926207859084,-0.2280577712215198,-0.9736476020539838,0,0,0,0,0,0.7654932,NORMAL
2019-07-16,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,18.0,29.2,23.2,77.0,0.0,8.0,4.0,2.0,11.2,0.0,0.0,0.0,0.0,-0.5000000000000001,-0.8660254037844386,-0.2447723008972595,-0.9695805901076308,0,0,0,0,0,0.76326275,NORMAL
2019-07-17,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,18.0,29.6,23.6,77.0,0.0,7.2,4.0,2.0,11.6,0.0,0.0,0.0,0.0,-0.9396926207859084,-0.3420201433256685,-0.2614143985111562,-0.965226663665613,0,0,0,0,0,0.7602408,NORMAL
2019-07-18,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,30.3,24.1,81.0,0.0,10.0,4.0,2.0,10.3,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.2779791393987801,-0.9605871111248128,0,0,0,0,0,0.7635596,NORMAL
2019-07-19,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,28.4,24.0,84.0,0.0,10.0,4.0,1.0,7.399999999999999,0.0,0.0,0.0,0.0,-0.984807753012208,0.1736481776669299,-0.2944616217868012,-0.9556633054034704,0,0,0,0,0,0.7283022,NORMAL
2019-07-20,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,22.0,27.6,24.6,88.0,0.0,0.2,4.0,2.0,5.600000000000001,0.0,0.0,0.0,0.0,-0.984807753012208,-0.1736481776669303,-0.3108569682435036,-0.9504567035349152,0,0,0,0,0,0.73499477,NORMAL
2019-07-21,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,23.0,29.4,25.1,85.0,0.0,1.3,4.0,2.0,6.399999999999999,0.0,0.0,0.0,0.0,-0.9396926207859084,0.342020143325669,-0.3271603271220951,-0.9449688462364056,0,0,0,0,0,0.7426149,NORMAL
2019-07-22,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,29.5,24.3,82.0,0.0,5.7,5.0,2.0,8.5,0.0,0.0,0.0,1.0,0.1218693434051474,0.992546151641322,-0.343366873996388,-0.939201357453208,0,0,0,0,0,0.76034135,NORMAL
2019-07-23,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,30.6,24.8,78.0,0.0,10.2,4.0,2.0,9.6,0.0,0.0,0.0,-1.0,-0.9396926207859084,0.342020143325669,-0.3594718130884232,-0.9331559438780432,0,0,0,0,0,0.7484037,NORMAL
2019-07-24,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,29.8,25.2,78.0,0.0,8.5,4.0,2.0,8.8,0.0,0.0,0.0,0.0,-0.9396926207859084,0.342020143325669,-0.3754703786876202,-0.9268343944460494,0,0,0,0,0,0.75240535,NORMAL
2019-07-25,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,30.8,23.7,79.0,0.0,8.7,5.0,2.0,11.8,0.0,0.0,0.0,1.0,-0.9396926207859084,-0.3420201433256685,-0.3913578365610259,-0.9202385798054076,0,0,0,0,0,0.7645701,NORMAL
2019-07-26,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,30.3,24.8,80.0,0.0,9.9,5.0,2.0,10.3,0.0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.4071294853542516,-0.9133704517637858,0,0,0,0,0,0.74507934,NORMAL
2019-07-27,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,27.4,24.0,86.0,0.0,7.8,3.0,2.0,6.399999999999999,0.0,0.0,0.0,-2.0,-0.9396926207859084,0.342020143325669,-0.4227806579826773,-0.9062320427107696,0,0,0,0,0,0.7614203,NORMAL
2019-07-28,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,27.8,23.4,81.0,0.0,1.9,5.0,3.0,7.800000000000001,0.0,0.0,0.0,2.0,-1.0,-1.8369701987210294e-16,-0.4383067230125192,-0.898825465016444,0,0,0,0,0,0.79393923,NORMAL
2019-07-29,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,29.4,23.8,81.0,0.0,6.9,4.0,2.0,8.399999999999999,0.0,0.0,0.0,-1.0,-0.984807753012208,-0.1736481776669303,-0.4537030860313442,-0.8911529104063088,0,0,0,0,0,0.781041,NORMAL
2019-07-30,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,29.8,24.8,79.0,0.0,6.8,4.0,2.0,8.8,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.4689651910076318,-0.8832166493127127,0,0,0,0,0,0.76894385,NORMAL
2019-07-31,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,29.2,24.6,78.0,0.0,8.3,5.0,2.0,8.2,0.0,0.0,0.0,1.0,-0.984807753012208,-0.1736481776669303,-0.4840885216389758,-0.8750190302029955,0,0,0,0,0,0.75576323,NORMAL
2019-08-01,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,22.0,30.2,25.0,79.0,0.0,6.8,4.0,2.0,8.2,0.0,0.0,0.0,-1.0,-0.9396926207859084,0.342020143325669,-0.4990686026885319,-0.8665624788845385,0,0,0,0,0,0.75073826,NORMAL
2019-08-02,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,30.4,25.0,77.0,0.0,8.7,4.0,2.0,9.4,0.0,0.0,0.0,0.0,-0.3420201433256686,-0.9396926207859084,-0.5139010013093103,-0.8578494977869301,0,0,0,0,0,0.7505818,NORMAL
2019-08-03,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,30.4,23.9,72.0,0.0,8.6,5.0,2.0,11.4,0.0,0.0,0.0,1.0,-0.6427876096865393,-0.766044443118978,-0.5285813283559292,-0.8488826652214553,0,0,0,0,0,0.742507,NORMAL
2019-08-04,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,29.4,24.2,73.0,0.0,9.3,6.0,3.0,9.4,0.0,0.0,0.0,1.0,-0.5000000000000001,-0.8660254037844386,-0.5431052396834317,-0.8396646346181327,0,0,0,0,0,0.7747472,NORMAL
2019-08-05,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,18.0,28.4,23.0,74.0,0.0,9.2,5.0,3.0,10.4,0.0,0.0,0.0,-1.0,-0.9396926207859084,-0.3420201433256685,-0.5574684374327892,-0.8301981337405212,0,0,0,0,0,0.7833041,NORMAL
2019-08-06,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,28.2,23.2,77.0,0.0,9.8,7.0,3.0,9.2,0.0,0.0,0.0,2.0,-0.9396926207859084,-0.3420201433256685,-0.5716666713027052,-0.8204859638785327,0,0,0,0,0,0.8544108,NORMAL
2019-08-07,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,28.3,23.3,78.0,0.0,10.4,5.0,2.0,9.3,0.0,0.0,0.0,-2.0,-0.5000000000000001,-0.8660254037844386,-0.5856957398073508,-0.8105309990194823,0,0,0,0,0,0.8926667,NORMAL
2019-08-08,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,29.4,24.1,77.0,0.0,10.2,3.0,2.0,9.4,0.0,0.0,0.0,-2.0,-0.984807753012208,-0.1736481776669303,-0.5995514915196489,-0.8003361849976323,0,0,0,0,0,0.91486204,NORMAL
2019-08-09,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,30.4,24.8,74.0,0.0,4.7,6.0,2.0,9.4,0.0,0.0,0.0,3.0,-0.984807753012208,-0.1736481776669303,-0.6132298262997502,-0.7899045386224707,0,0,0,0,0,0.9409726,NORMAL
2019-08-10,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,30.4,24.5,77.0,0.0,8.2,4.0,2.0,11.4,0.0,0.0,0.0,-2.0,-1.0,-1.8369701987210294e-16,-0.6267266965083301,-0.7792391467859886,0,1,0,0,0,0.9700901,NORMAL
2019-08-11,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,30.0,23.7,77.0,0.0,10.0,6.0,3.0,11.0,0.0,0.0,0.0,2.0,-0.984807753012208,-0.1736481776669303,-0.6400381082043503,-0.7683431655492202,0,0,0,0,0,1.0026536,NORMAL
2019-08-12,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,30.0,23.9,81.0,0.0,9.8,5.0,2.0,10.0,0.0,0.0,0.0,-1.0,-0.984807753012208,-0.1736481776669303,-0.65316012232693,-0.7572198192083127,0,0,0,0,0,1.0069461,NORMAL
2019-08-13,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,30.6,24.9,80.0,0.0,7.7,5.0,2.0,9.6,0.0,0.0,0.0,0.0,-0.984807753012208,0.1736481776669299,-0.666088855860977,-0.7458723993404063,0,0,0,0,0,1.0019394,NORMAL
2019-08-14,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,30.6,24.8,84.0,0.0,8.0,4.0,2.0,9.6,0.0,0.0,0.0,-1.0,-0.984807753012208,0.1736481776669299,-0.6788204829862355,-0.734304263829602,0,0,0,0,0,0.97538334,NORMAL
2019-08-15,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,22.0,30.2,25.4,80.0,0.0,7.3,6.0,2.0,8.2,0.0,0.0,0.0,2.0,-0.984807753012208,0.1736481776669299,-0.6913512362094071,-0.722518835873311,0,0,0,0,0,0.98669916,NORMAL
2019-08-16,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,31.0,24.7,78.0,0.0,7.4,5.0,3.0,11.0,0.0,0.0,0.0,-1.0,-1.0,-1.8369701987210294e-16,-0.7036774074790128,-0.7105196029692745,0,0,0,0,0,0.99835193,NORMAL
2019-08-17,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,31.8,25.0,73.0,0.0,9.8,3.0,2.0,10.8,0.0,0.0,0.0,-2.0,-0.8660254037844384,-0.5000000000000004,-0.7157953492826642,-0.6983101158835584,0,0,0,0,0,0.9876533,NORMAL
2019-08-18,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,18.0,30.700000000000003,24.0,73.0,0.0,7.6,5.0,2.0,12.700000000000005,0.0,0.0,0.0,2.0,-1.0,-1.8369701987210294e-16,-0.7277014757264236,-0.6858939875998223,0,0,0,0,0,0.9785798,NORMAL
2019-08-19,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,29.6,24.1,74.0,0.0,10.5,5.0,3.0,9.6,0.0,0.0,0.0,0.0,-0.6427876096865393,-0.766044443118978,-0.7393922635959241,-0.673274892250183,0,0,0,0,0,0.97226655,NORMAL
2019-08-20,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,30.4,25.1,75.0,0.0,9.6,4.0,2.0,9.4,0.0,0.0,0.0,-1.0,-0.984807753012208,0.1736481776669299,-0.7508642533989489,-0.6604565640279754,0,0,0,0,0,0.9689935,NORMAL
2019-08-21,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,30.5,24.2,81.0,0.0,10.4,6.0,3.0,10.5,0.0,0.0,0.0,2.0,-0.9396926207859084,-0.3420201433256685,-0.7621140503891487,-0.6474427960827475,0,0,0,0,0,0.9951348,NORMAL
2019-08-22,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,31.0,25.3,78.0,0.0,9.3,4.0,2.0,10.0,0.0,0.0,0.0,-2.0,-1.0,-1.8369701987210294e-16,-0.7731383255706026,-0.6342374393978054,0,0,0,0,0,1.001027,NORMAL
2019-08-23,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,31.0,24.4,74.0,0.0,6.5,4.0,3.0,12.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210294e-16,-0.7839338166829201,-0.620844401650647,0,0,0,0,0,1.0136806,NORMAL
2019-08-24,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,32.0,24.1,79.0,0.0,9.8,6.0,3.0,12.0,0.0,0.0,0.0,2.0,-0.8660254037844384,-0.5000000000000004,-0.7944973291665992,-0.6072676460566135,0,0,0,0,0,1.0392432,NORMAL
2019-08-25,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,27.6,24.0,85.0,0.0,6.6,4.0,3.0,6.600000000000001,0.0,0.0,0.0,-2.0,-1.0,-1.8369701987210294e-16,-0.8048257371083452,-0.593511190196115,0,0,0,0,0,1.0554209,NORMAL
2019-08-26,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,22.0,27.4,24.6,84.0,1.3,0.5,4.0,2.0,5.399999999999999,1.3000000000000145,1.2999999999999716,1.3,0.0,-0.984807753012208,-0.1736481776669303,-0.8149159841660791,-0.5795791048257612,0,0,0,0,0,1.0608885,NORMAL
2019-08-27,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,22.0,29.5,25.3,77.0,0.0,0.1,4.0,2.0,7.5,1.3000000000000145,1.2999999999999716,-1.3,0.0,-0.3420201433256686,-0.9396926207859084,-0.8247650844733614,-0.5654755126737576,0,0,0,0,0,1.0252604,NORMAL
2019-08-28,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,31.0,25.0,74.0,0.0,5.3,4.0,2.0,12.0,1.3000000000000145,1.2999999999999716,0.0,0.0,-0.984807753012208,0.1736481776669299,-0.8343701235229537,-0.5512045872199277,0,0,0,0,0,1.0205064,NORMAL
2019-08-29,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,30.4,24.1,81.0,0.0,10.2,7.0,2.0,11.4,0.0,1.2999999999999716,0.0,3.0,-0.984807753012208,0.1736481776669299,-0.8437282590292712,-0.5367705514607103,0,0,0,0,0,1.0888582,NORMAL
2019-08-30,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,31.0,24.4,79.0,0.0,7.7,4.0,3.0,11.0,0.0,1.2999999999999716,0.0,-3.0,-1.0,-1.8369701987210294e-16,-0.8528367217694595,-0.522177676659508,0,0,0,0,0,1.1101549,NORMAL
2019-08-31,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,31.0,24.3,75.0,0.0,9.5,4.0,2.0,12.0,0.0,1.2999999999999716,0.0,0.0,-0.5000000000000001,-0.8660254037844386,-0.8616928164028521,-0.5074302810827518,0,0,0,0,0,1.1162161,NORMAL
2019-09-01,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,31.0,24.7,78.0,0.0,9.1,5.0,3.0,11.0,0.0,1.2999999999999716,0.0,1.0,-0.9396926207859084,-0.3420201433256685,-0.8702939222685674,-0.4925327287220543,0,0,0,0,0,1.1492023,NORMAL
2019-09-02,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,29.8,25.1,76.0,0.0,9.2,5.0,2.0,8.8,0.0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.8786374941610001,-0.4774894280028391,0,0,0,0,0,1.1474264,NORMAL
2019-09-03,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,29.4,24.4,79.0,0.0,8.7,6.0,3.0,8.399999999999999,0.0,0.0,0.0,1.0,-0.9396926207859084,-0.3420201433256685,-0.886721063082993,-0.4623048304798108,0,0,0,0,0,1.1505136,NORMAL
2019-09-04,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,32.0,25.6,72.0,0.0,6.5,6.0,2.0,11.0,0.0,0.0,0.0,0.0,-0.9396926207859084,-0.3420201433256685,-0.8945422369764496,-0.4469834295196741,0,0,0,0,0,1.1403221,NORMAL
2019-09-05,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,18.0,30.8,24.5,70.0,0.0,10.5,6.0,2.0,12.8,0.0,0.0,0.0,0.0,-0.9396926207859084,-0.3420201433256685,-0.9020987014301836,-0.4315297589714714,0,0,0,0,0,1.0822703,NORMAL
2019-09-06,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,29.8,24.0,76.0,0.0,9.7,6.0,2.0,10.8,0.0,0.0,0.0,0.0,-0.9396926207859084,0.342020143325669,-0.9093882203647924,-0.4159483918249421,0,0,0,0,0,1.0755787,NORMAL
2019-09-07,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,31.0,25.1,76.0,0.0,7.2,5.0,3.0,11.0,0.0,0.0,0.0,-1.0,-0.9396926207859084,-0.3420201433256685,-0.9164086366943458,-0.4002439388573056,0,0,0,0,0,1.0937836,NORMAL
2019-09-08,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,22.0,32.0,25.7,77.0,0.0,8.7,6.0,3.0,10.0,0.0,0.0,0.0,1.0,-0.984807753012208,-0.1736481776669303,-0.923157872964704,-0.3844210472688554,0,0,0,0,0,1.0793601,NORMAL
2019-09-09,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,22.0,32.8,25.9,76.0,0.0,6.1,5.0,2.0,10.799999999999995,0.0,0.0,0.0,-1.0,-0.984807753012208,0.1736481776669299,-0.9296339319682696,-0.3684843993077793,0,0,0,0,0,1.078112,NORMAL
2019-09-10,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,32.8,25.4,77.0,0.0,9.7,6.0,3.0,12.799999999999995,0.0,0.0,0.0,1.0,-1.0,-1.8369701987210294e-16,-0.935834897334994,-0.3524387108846032,0,0,0,0,0,1.0592374,NORMAL
2019-09-11,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,32.0,25.1,78.0,0.0,9.3,5.0,2.0,11.0,0.0,0.0,0.0,-1.0,-0.984807753012208,0.1736481776669299,-0.9417589340994617,-0.3362887301766828,0,0,0,0,0,1.0506712,NORMAL
2019-09-12,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,30.2,24.3,68.0,0.0,9.6,6.0,3.0,11.2,0.0,0.0,0.0,1.0,-0.6427876096865393,-0.766044443118978,-0.9474042892438844,-0.3200392362231385,0,0,0,0,0,1.0803225,NORMAL
2019-09-13,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.0,29.6,23.9,73.0,0.0,0.3,4.0,3.0,10.6,0.0,0.0,0.0,-2.0,-0.984807753012208,-0.1736481776669303,-0.9527692922168512,-0.3036950375106588,0,0,0,0,0,1.1065772,NORMAL
2019-09-14,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,31.4,25.1,72.0,0.0,0.0,6.0,2.0,11.4,0.0,0.0,0.0,2.0,-0.7660444431189779,-0.6427876096865395,-0.9578523554276668,-0.2872609705505963,0,0,0,0,0,1.1107435,NORMAL
2019-09-15,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,31.4,25.1,76.0,0.0,0.0,5.0,3.0,10.4,0.0,0.0,0.0,-1.0,-0.1736481776669304,-0.984807753012208,-0.9626519747161488,-0.2707418984477642,0,0,0,0,0,1.1102366,NORMAL
2019-09-16,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,30.5,24.8,80.0,0.0,7.4,5.0,2.0,10.5,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9671667297977312,-0.2541427094613622,0,0,0,0,0,1.120094,NORMAL
2019-09-17,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,32.6,25.4,75.0,0.0,9.1,5.0,2.0,12.6,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210294e-16,-0.97139528468375,-0.2374683155584684,0,0,0,0,0,1.100596,NORMAL
2019-09-18,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,31.8,24.6,78.0,0.0,8.3,4.0,3.0,11.8,0.0,0.0,0.0,-1.0,-0.8660254037844384,-0.5000000000000004,-0.9753363880767836,-0.2207236509605022,0,0,0,0,0,1.0945157,NORMAL
2019-09-19,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,21.0,30.5,25.0,77.0,0.0,10.2,5.0,3.0,9.5,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,-0.978988873740932,-0.2039136706831147,0,0,0,0,0,1.1198711,NORMAL
2019-09-20,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,31.3,25.0,75.0,0.0,9.1,4.0,2.0,11.3,0.0,0.0,0.0,-1.0,-0.7660444431189779,-0.6427876096865395,-0.9823516608469236,-0.1870433490699165,0,0,0,0,0,1.0708212,NORMAL
2019-09-21,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,30.6,25.6,75.0,0.0,9.5,4.0,2.0,10.6,0.0,0.0,0.0,0.0,-0.9396926207859084,-0.3420201433256685,-0.9854237542919524,-0.1701176783204905,0,0,0,0,0,1.0636841,NORMAL
2019-09-22,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,20.0,32.0,25.3,75.0,0.0,3.8,5.0,3.0,12.0,0.0,0.0,0.0,1.0,-0.9396926207859084,-0.3420201433256685,-0.9882042449941422,-0.15314166701312,0,0,0,0,0,1.0696187,NORMAL
