date,station_id,region_name,status,alert_type,source,anomaly_score,threshold_p95,threshold_p99,threshold_p995,rr_mm,rain_3d_mm,rain_7d_mm,ff_x,ff_avg,triggers
2019-03-20,96855,Kab. Sleman,WASPADA,CURAH_HUJAN_EKSTREM,LSTM_AUTOENCODER,9.12592601776123,5.292897081375118,9.178507280349733,9.473002943992615,16.4,187.00000000000003,260.45,3.0,1.0,Anomaly score above WASPADA threshold; Rainfall above local percentile threshold
2019-04-01,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,8.478299140930176,5.292897081375118,9.178507280349733,9.473002943992615,0.0,0.0,100.0,3.0,1.0,Anomaly score above WASPADA threshold
2019-04-14,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,8.253378868103027,5.292897081375118,9.178507280349733,9.473002943992615,0.0,0.0,0.0,2.0,1.0,Anomaly score above WASPADA threshold
2019-04-16,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,8.220691680908203,5.292897081375118,9.178507280349733,9.473002943992615,2.7,2.700000000000057,2.7,2.0,1.0,Anomaly score above WASPADA threshold
2019-04-15,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,8.205462455749512,5.292897081375118,9.178507280349733,9.473002943992615,0.0,0.0,0.0,2.0,1.0,Anomaly score above WASPADA threshold
2019-04-13,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,8.152042388916016,5.292897081375118,9.178507280349733,9.473002943992615,0.0,0.0,0.0,2.0,0.0,Anomaly score above WASPADA threshold
2019-04-12,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,8.080018997192383,5.292897081375118,9.178507280349733,9.473002943992615,0.0,0.0,33.4,2.0,1.0,Anomaly score above WASPADA threshold
2019-04-11,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,8.020574569702148,5.292897081375118,9.178507280349733,9.473002943992615,0.0,0.0,33.9,2.0,1.0,Anomaly score above WASPADA threshold
2019-04-07,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,7.995818614959717,5.292897081375118,9.178507280349733,9.473002943992615,0.0,33.900000000000055,84.6,2.0,1.0,Anomaly score above WASPADA threshold
2019-04-10,96855,Kab. Sleman,WASPADA,ANOMALI_CUACA,LSTM_AUTOENCODER,7.992518424987793,5.292897081375118,9.178507280349733,9.473002943992615,0.0,0.0,36.1,2.0,1.0,Anomaly score above WASPADA threshold
