date,station_id,station_name,region_name,province_name,RR,rain_3d,rain_7d,ff_x,ff_avg,experiment_id,sequence_length,feature_group,anomaly_score,status,alert_type,triggers,threshold_p95,threshold_p99,threshold_p995
2020-12-25,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,0.0,0.0,16.79999999999994,5.0,2.0,all_30d,30,all_features,26.099442,AWAS,ANGIN_KENCANG,Anomaly score above AWAS threshold; Wind above local percentile threshold,7.936511349678039,15.646812391281129,16.167157440185548
2020-12-27,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,19.2,26.800000000000026,26.79999999999994,6.0,3.0,all_30d,30,all_features,26.089523,AWAS,ANGIN_KENCANG,Anomaly score above AWAS threshold; Wind above local percentile threshold,7.936511349678039,15.646812391281129,16.167157440185548
2020-12-31,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,44.1,59.20000000000003,90.09999999999994,5.0,2.0,all_30d,30,all_features,26.07026,AWAS,CURAH_HUJAN_EKSTREM_DAN_ANGIN_KENCANG,Anomaly score above AWAS threshold; Rainfall above local percentile threshold; Wind above local percentile threshold,7.936511349678039,15.646812391281129,16.167157440185548
2020-12-29,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,0.5,23.800000000000026,31.39999999999994,5.0,4.0,all_30d,30,all_features,25.945786,AWAS,ANGIN_KENCANG,Anomaly score above AWAS threshold; Wind above local percentile threshold,7.936511349678039,15.646812391281129,16.167157440185548
2020-12-30,96851,Stasiun Klimatologi DI Yogyakarta,Kab. Sleman,DI Yogyakarta,14.6,19.20000000000003,45.99999999999994,4.0,2.0,all_30d,30,all_features,25.936737,AWAS,ANGIN_KENCANG,Anomaly score above AWAS threshold; Wind above local percentile threshold,7.936511349678039,15.646812391281129,16.167157440185548
2019-03-31,96855,Stasiun Geofisika Sleman,Kab. Sleman,DI Yogyakarta,0.0,0.0,118.4,2.0,1.0,all_30d,30,all_features,16.565805,AWAS,ANOMALI_CUACA,Anomaly score above AWAS threshold,7.936511349678039,15.646812391281129,16.167157440185548
2019-03-30,96855,Stasiun Geofisika Sleman,Kab. Sleman,DI Yogyakarta,0.0,22.700000000000056,186.4,2.0,1.0,all_30d,30,all_features,16.478544,AWAS,ANOMALI_CUACA,Anomaly score above AWAS threshold,7.936511349678039,15.646812391281129,16.167157440185548
2019-03-29,96855,Stasiun Geofisika Sleman,Kab. Sleman,DI Yogyakarta,0.0,68.10000000000005,231.9,3.0,1.0,all_30d,30,all_features,16.394648,AWAS,ANOMALI_CUACA,Anomaly score above AWAS threshold,7.936511349678039,15.646812391281129,16.167157440185548
2019-03-28,96855,Stasiun Geofisika Sleman,Kab. Sleman,DI Yogyakarta,22.7,100.00000000000004,238.7,2.0,1.0,all_30d,30,all_features,16.270128,AWAS,CURAH_HUJAN_EKSTREM,Anomaly score above AWAS threshold; Rainfall above local percentile threshold,7.936511349678039,15.646812391281129,16.167157440185548
2019-03-27,96855,Stasiun Geofisika Sleman,Kab. Sleman,DI Yogyakarta,45.4,95.70000000000005,227.6,2.0,0.0,all_30d,30,all_features,16.177376,AWAS,CURAH_HUJAN_EKSTREM,Anomaly score above AWAS threshold; Rainfall above local percentile threshold,7.936511349678039,15.646812391281129,16.167157440185548
